,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAGRAAPEI-201-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAHRAAPEI-202-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAIRAAPEI-205-counts.tsv
ENSG00000042445,1280,1039,1064,860,1354,1024
ENSG00000042493,255,171,189,195,245,190
ENSG00000042753,3708,2747,3038,2795,4255,2974
ENSG00000042781,8,8,7,4,8,6
ENSG00000042813,0,0,0,0,0,0
ENSG00000042832,0,0,0,0,0,0
ENSG00000042980,1,3,2,1,5,0
ENSG00000043039,264,213,249,225,350,238
ENSG00000043093,1204,1063,985,811,1389,938
ENSG00000043143,1948,1553,1841,1375,2124,1650
ENSG00000043355,425,302,372,200,363,266
ENSG00000043462,0,0,0,0,0,0
ENSG00000043514,510,357,317,337,502,352
ENSG00000043591,8,8,6,2,3,6
ENSG00000044012,0,0,0,0,0,0
ENSG00000044090,2657,2113,2360,1969,3056,2314
ENSG00000044115,12528,10523,10504,9479,14347,10561
ENSG00000044446,1639,1368,1330,1254,1968,1296
ENSG00000044459,1,0,1,0,4,1
ENSG00000044524,1588,1355,1311,1130,1878,1305
ENSG00000044574,22506,18540,19212,17335,26984,20434
ENSG00000046604,1624,1372,1408,1128,1862,1345
ENSG00000046647,486,410,412,353,560,420
ENSG00000046651,1581,1287,1236,1107,1815,1316
ENSG00000046653,102,75,61,95,164,104
ENSG00000046774,2,0,1,1,2,0
ENSG00000046889,0,0,0,0,0,0
ENSG00000047056,1451,1072,1192,1012,1577,1026
ENSG00000047188,1379,1131,1088,1023,1680,1213
ENSG00000047230,2137,1858,1880,1625,2518,1833
ENSG00000047249,1309,1053,1084,1077,1504,1047
ENSG00000047315,3455,2772,2753,2427,3913,2685
ENSG00000047346,1831,1447,1412,1225,1865,1384
ENSG00000047365,408,331,324,321,500,365
ENSG00000047410,7977,6641,6707,5760,9053,6531
ENSG00000047457,19,22,16,8,14,12
ENSG00000047578,985,733,875,835,1087,839
ENSG00000047579,414,330,304,303,401,323
ENSG00000047597,116,104,101,115,117,86
ENSG00000047617,0,1,2,2,0,3
ENSG00000047621,411,324,247,256,456,297
ENSG00000047634,1218,1014,1103,1024,1717,1270
ENSG00000047644,2646,2041,2144,2052,2906,2364
ENSG00000047648,0,0,0,0,0,0
ENSG00000047662,6,2,8,9,22,5
ENSG00000047849,4582,3787,3792,3475,5132,3975
ENSG00000047932,1021,935,880,684,1135,852
ENSG00000047936,0,0,0,0,0,0
ENSG00000048028,747,567,667,514,779,583
ENSG00000048052,8,8,16,5,11,16
ENSG00000048140,1537,1249,1369,1167,1739,1251
ENSG00000048162,872,699,636,622,1055,682
ENSG00000048342,124,114,108,102,182,111
ENSG00000048392,2400,1977,1899,1699,2645,1913
ENSG00000048405,425,344,334,262,463,312
ENSG00000048462,0,0,0,0,0,0
ENSG00000048471,686,590,610,479,698,564
ENSG00000048540,15,12,13,5,15,6
ENSG00000048544,1509,1286,1153,963,1645,1131
ENSG00000048545,0,0,0,0,0,0
ENSG00000048649,1815,1538,1588,1360,2314,1699
ENSG00000048707,2087,1776,1699,1611,2236,1747
ENSG00000048740,0,0,0,1,0,0
ENSG00000048828,9865,7503,7625,7060,10308,7475
ENSG00000048991,2128,1823,1824,1636,2651,1854
ENSG00000049089,122,69,97,90,122,121
ENSG00000049130,4051,3100,3123,2828,4606,3180
ENSG00000049167,241,181,206,154,239,174
ENSG00000049192,3,5,5,1,6,2
ENSG00000049239,837,656,718,652,931,685
ENSG00000049245,1590,1222,1168,1086,1743,1173
ENSG00000049246,774,578,446,495,718,483
ENSG00000049247,1,0,0,0,0,0
ENSG00000049249,1,0,0,0,1,0
ENSG00000049283,1835,1313,1591,1091,1436,1130
ENSG00000049323,1397,1166,1204,1015,1607,1107
ENSG00000049449,1490,1114,1108,990,1634,1135
ENSG00000049540,2,1,0,1,0,0
ENSG00000049541,2458,1970,1933,1831,2813,1923
ENSG00000049618,1431,1089,1189,986,1451,1112
ENSG00000049656,4764,3676,3869,3770,5312,3742
ENSG00000049759,831,684,725,668,961,709
ENSG00000049768,16,14,14,8,17,15
ENSG00000049769,137,89,139,136,185,152
ENSG00000049860,3511,2890,3015,2600,4158,3083
ENSG00000049883,587,536,481,407,691,489
ENSG00000050030,241,200,218,151,260,178
ENSG00000050130,1336,1179,1137,880,1542,1076
ENSG00000050165,1,0,0,0,0,0
ENSG00000050327,538,395,430,362,534,452
ENSG00000050344,355,259,263,304,445,311
ENSG00000050393,1276,964,988,902,1280,970
ENSG00000050405,750,636,632,495,860,612
ENSG00000050426,3260,2621,2795,2144,3303,2538
ENSG00000050438,1325,1088,975,998,1500,1035
ENSG00000050555,27,24,24,30,48,22
ENSG00000050628,3,0,1,5,1,2
ENSG00000050730,1,0,0,0,0,0
ENSG00000050748,3101,2566,2566,2307,3687,2643
ENSG00000050767,63,51,51,61,66,57
ENSG00000050820,3012,2087,2404,2245,2756,2054
ENSG00000051009,661,492,520,503,694,509
ENSG00000051108,1265,1050,1039,1103,1781,1475
ENSG00000051128,586,491,562,446,645,512
ENSG00000051180,1082,826,921,792,1165,903
ENSG00000051341,1845,1578,1481,1426,2279,1600
ENSG00000051382,2100,1762,1775,1488,2443,1776
ENSG00000051523,35,18,26,35,67,35
ENSG00000051596,717,519,585,528,760,594
ENSG00000051620,1612,1247,1314,1084,1778,1267
ENSG00000051825,1435,1239,1310,964,1730,1276
ENSG00000052126,700,588,669,506,904,648
ENSG00000052344,1269,1015,1202,846,1323,976
ENSG00000052723,5023,4139,4087,3057,4995,3541
ENSG00000052749,2064,1596,1490,1698,2223,1556
ENSG00000052795,311,240,216,221,303,244
ENSG00000052802,2011,1593,1860,1432,2548,1812
ENSG00000052841,2076,1710,1623,1451,2496,1643
ENSG00000052850,2,1,5,2,1,1
ENSG00000053108,781,598,598,621,829,589
ENSG00000053254,246,177,227,190,279,253
ENSG00000053328,0,0,0,0,0,0
ENSG00000053371,2617,2008,2245,2136,2966,2104
ENSG00000053372,2988,2316,2261,2039,3267,2112
ENSG00000053438,43,23,27,45,55,50
ENSG00000053501,270,212,210,230,318,200
ENSG00000053524,119,102,103,104,152,105
ENSG00000053702,99,51,69,65,123,68
ENSG00000053747,246,213,228,192,248,172
ENSG00000053770,1045,862,853,699,1064,701
ENSG00000053900,863,670,667,549,906,595
ENSG00000053918,7,4,4,5,5,9
ENSG00000054116,1848,1391,1434,1216,1894,1367
ENSG00000054118,5651,4406,4323,3904,5856,4019
ENSG00000054148,3191,2398,2722,2175,3439,2524
ENSG00000054179,1183,850,1075,785,1323,970
ENSG00000054219,0,0,1,0,0,0
ENSG00000054267,1248,1023,1038,881,1455,1014
ENSG00000054277,49,39,52,45,45,48
ENSG00000054282,237,189,215,183,308,239
ENSG00000054356,0,0,0,0,1,0
ENSG00000054392,231,148,189,165,219,186
ENSG00000054523,2368,2046,2086,1747,2713,2104
ENSG00000054598,371,265,311,235,337,212
ENSG00000054611,563,480,472,465,639,464
ENSG00000054654,4216,3329,3617,3171,4782,3565
ENSG00000054690,1450,1195,1217,1121,1620,1155
ENSG00000054793,5233,3919,4352,3650,5396,4069
ENSG00000054796,1,1,2,0,0,0
ENSG00000054803,0,0,0,0,0,0
ENSG00000054938,4,0,0,0,2,2
ENSG00000054965,3475,2829,2959,2578,3996,3014
ENSG00000054967,570,397,447,532,741,588
ENSG00000054983,304,227,237,205,300,283
ENSG00000055044,3573,2890,2675,2541,4252,2790
ENSG00000055070,3332,2680,2771,2640,3836,2800
ENSG00000055118,90,57,71,58,85,70
ENSG00000055130,3487,2925,2887,2597,4162,2975
ENSG00000055147,395,367,315,319,469,351
ENSG00000055163,876,731,776,695,980,776
ENSG00000055208,2190,1948,1888,1489,2582,1943
ENSG00000055211,1209,956,1023,796,1309,885
ENSG00000055332,2642,2221,2100,1923,2964,2162
ENSG00000055483,1513,1187,1112,2089,3358,2349
ENSG00000055609,5149,4246,4233,3866,5896,4258
ENSG00000055732,317,254,276,267,396,246
ENSG00000055813,0,0,0,0,0,3
ENSG00000055917,5573,4524,4611,3891,6384,4616
ENSG00000055950,1577,1185,1282,1062,1638,1263
ENSG00000055955,1,1,1,2,1,2
ENSG00000055957,2,0,0,0,0,0
ENSG00000056050,660,474,455,333,672,436
ENSG00000056097,3460,2815,2778,2504,3853,2739
ENSG00000056277,442,361,330,311,544,372
ENSG00000056291,4,1,0,3,10,3
ENSG00000056487,56,45,35,46,73,32
ENSG00000056558,30,11,12,23,31,33
ENSG00000056586,3453,2907,2767,2715,4200,2953
ENSG00000056736,453,278,287,304,407,279
ENSG00000056972,870,642,750,573,791,598
ENSG00000056998,485,404,450,358,574,449
ENSG00000057019,1518,1076,1158,982,1551,1102
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,884,758,700,614,1007,705
ENSG00000057294,692,621,597,535,838,618
ENSG00000057468,1,2,1,1,6,2
ENSG00000057593,29,28,36,30,48,35
ENSG00000057608,14282,11565,10784,9523,15334,10799
ENSG00000057657,0,0,2,0,0,0
ENSG00000057663,927,748,737,681,1052,743
ENSG00000057704,8,8,4,1,8,9
ENSG00000057757,1172,823,811,799,1112,747
ENSG00000057935,1881,1589,1671,1426,2262,1601
ENSG00000058056,1493,1263,1247,1096,1709,1297
ENSG00000058063,2331,1931,2077,1835,2981,2183
ENSG00000058085,55,43,36,41,63,61
ENSG00000058091,2,1,1,2,4,4
ENSG00000058262,14297,11142,11270,10662,15836,11408
ENSG00000058272,2242,1848,1740,1571,2626,1884
ENSG00000058335,190,146,151,139,198,152
ENSG00000058404,632,435,476,484,665,444
ENSG00000058453,1099,781,1089,890,1306,1032
ENSG00000058600,1666,1326,1448,1279,1894,1491
ENSG00000058668,1564,1438,1486,1233,1942,1480
ENSG00000058673,8128,6614,6828,5364,8895,6603
ENSG00000058729,448,362,363,269,390,283
ENSG00000058799,468,451,411,345,594,432
ENSG00000058804,2579,2074,2117,1769,2893,1976
ENSG00000058866,1,1,1,0,3,1
ENSG00000059122,2262,1689,2022,1794,2583,2034
ENSG00000059145,2332,1595,1875,1875,2808,1954
ENSG00000059377,14,9,20,7,18,15
ENSG00000059378,355,279,284,249,452,263
ENSG00000059573,4792,3962,4003,3669,5426,3946
ENSG00000059588,778,570,542,586,867,550
ENSG00000059691,484,371,415,391,574,411
ENSG00000059728,452,382,380,575,1068,722
ENSG00000059758,781,645,579,614,1022,696
ENSG00000059769,377,282,312,237,440,303
ENSG00000059804,3,3,2,8,20,12
ENSG00000059915,296,190,227,258,359,241
ENSG00000060069,735,568,613,556,837,581
ENSG00000060138,4379,3299,3518,3593,4999,3700
ENSG00000060140,171,147,110,121,211,156
ENSG00000060237,7377,6053,6206,5623,8290,6253
ENSG00000060339,3252,2700,2661,2230,3868,2763
ENSG00000060491,3190,2479,2860,2408,3459,2515
ENSG00000060558,0,0,0,0,0,0
ENSG00000060566,0,0,0,0,0,0
ENSG00000060642,548,428,463,383,574,400
ENSG00000060656,1926,1352,1693,1462,2104,1536
ENSG00000060688,1080,851,895,775,1170,807
ENSG00000060709,0,3,0,0,3,1
ENSG00000060718,0,0,0,2,1,3
ENSG00000060749,3546,2892,2927,2479,4011,2879
ENSG00000060762,446,359,329,315,526,399
ENSG00000060971,947,708,743,668,922,696
ENSG00000060982,73,43,57,37,53,55
ENSG00000061273,1634,1209,1377,1267,1812,1413
ENSG00000061337,0,0,0,0,0,2
ENSG00000061455,347,294,251,267,379,322
ENSG00000061492,0,0,0,0,0,0
ENSG00000061656,126,101,135,94,150,131
ENSG00000061676,6512,5497,5530,4746,7680,5456
ENSG00000061794,1792,1504,1402,1199,1983,1437
ENSG00000061918,0,0,0,0,0,0
ENSG00000061936,1794,1315,1475,1328,2170,1482
ENSG00000061938,3098,2359,2843,2370,3170,2527
ENSG00000061987,2849,2377,2420,2008,3024,2306
ENSG00000062038,3362,2675,2914,2497,3683,2807
ENSG00000062096,0,0,0,0,1,0
ENSG00000062194,2256,1964,2005,1442,2449,1699
ENSG00000062282,158,114,91,93,137,65
ENSG00000062370,60,45,53,39,60,30
ENSG00000062485,8535,7606,7013,6446,10013,7363
ENSG00000062524,14,3,4,8,20,8
ENSG00000062582,8,9,3,6,6,1
ENSG00000062598,1098,822,920,750,1139,811
ENSG00000062650,2703,2246,2255,1838,2872,2048
ENSG00000062716,12839,10820,11353,24491,43199,31126
ENSG00000062725,22977,19162,18890,15500,24752,17353
ENSG00000062822,2498,1713,1913,1961,2519,1784
ENSG00000063015,2,0,0,2,1,3
ENSG00000063046,18681,15101,15137,13047,20338,14874
ENSG00000063127,39,21,22,26,34,31
ENSG00000063169,541,360,425,425,546,441
ENSG00000063176,230,181,188,201,207,192
ENSG00000063177,14500,11637,12284,10873,17212,12241
ENSG00000063180,158,121,125,95,177,134
ENSG00000063241,1977,1500,1620,1573,2191,1591
ENSG00000063244,9186,6874,7205,6923,10135,7326
ENSG00000063245,3513,2567,2954,2986,3910,2887
ENSG00000063322,2102,1631,1611,1616,2502,1578
ENSG00000063438,317,270,245,256,340,300
ENSG00000063515,0,0,0,2,0,0
ENSG00000063587,1496,1183,1194,1063,1536,1122
ENSG00000063601,2418,1943,1932,1670,2749,1940
ENSG00000063660,1186,919,1030,971,1330,921
ENSG00000063761,336,214,261,250,414,224
ENSG00000063854,1087,840,1019,856,1303,968
ENSG00000063978,2170,1944,1839,1535,2375,1637
ENSG00000064012,627,524,515,393,726,458
ENSG00000064042,191,228,223,183,254,216
ENSG00000064102,1542,1241,1269,1023,1608,1146
ENSG00000064115,3243,2765,2690,2280,3655,2654
ENSG00000064195,122,89,91,41,46,55
ENSG00000064199,46,31,38,21,48,40
ENSG00000064201,1,1,3,2,5,1
ENSG00000064205,58,31,55,41,46,48
ENSG00000064218,0,0,0,0,0,0
ENSG00000064225,8,1,2,2,8,4
ENSG00000064270,901,711,823,725,988,828
ENSG00000064300,38,37,46,46,74,39
ENSG00000064309,144,171,144,148,238,180
ENSG00000064313,1913,1625,1527,1427,2230,1576
ENSG00000064393,1885,1593,1710,1611,2354,1710
ENSG00000064419,1597,1331,1356,1120,1871,1365
ENSG00000064489,2,0,2,1,3,0
ENSG00000064490,845,638,678,565,922,635
ENSG00000064545,1309,1010,1098,1036,1416,1090
ENSG00000064547,1125,853,942,827,1126,841
ENSG00000064601,2840,2281,2386,2170,3299,2284
ENSG00000064607,5610,4616,5067,4212,6666,5154
ENSG00000064651,2750,2197,2160,2154,3016,2114
ENSG00000064652,902,717,717,620,1086,797
ENSG00000064655,55,43,30,35,50,26
ENSG00000064666,201,192,175,242,320,224
ENSG00000064687,1247,891,1124,934,1326,993
ENSG00000064692,3,1,0,0,2,2
ENSG00000064703,1736,1421,1343,975,1569,961
ENSG00000064726,1815,1541,1515,1380,2258,1548
ENSG00000064763,264,201,217,171,294,212
ENSG00000064787,214,167,174,145,250,194
ENSG00000064835,0,0,1,1,1,0
ENSG00000064886,15,16,6,4,10,8
ENSG00000064932,3074,2179,2473,2684,3652,2416
ENSG00000064933,798,603,586,527,854,625
ENSG00000064961,3716,2726,3291,2758,4364,3092
ENSG00000064989,0,0,0,0,1,0
ENSG00000064995,1727,1394,1370,1123,1798,1263
ENSG00000064999,1375,1002,1031,952,1441,1041
ENSG00000065000,4660,3452,3916,3593,4857,3725
ENSG00000065029,1236,1013,1108,959,1579,1061
ENSG00000065054,2897,2072,2491,2235,3029,2241
ENSG00000065057,678,505,627,478,802,536
ENSG00000065060,2448,2093,2114,1752,2764,1989
ENSG00000065135,8175,6816,6904,5656,9197,6433
ENSG00000065150,5066,3955,3918,3547,5337,3903
ENSG00000065154,5914,4803,4583,4210,6791,4932
ENSG00000065183,4949,3960,3857,3108,4805,3287
ENSG00000065243,1775,1527,1475,1186,2022,1404
ENSG00000065268,973,749,841,744,1150,797
ENSG00000065308,1351,1108,1111,922,1407,1036
ENSG00000065320,119,119,123,87,133,92
ENSG00000065325,1,0,0,0,0,1
ENSG00000065328,3002,2212,2102,1925,2917,2080
ENSG00000065357,126,126,122,69,132,102
ENSG00000065361,5290,4314,4780,3691,5602,4365
ENSG00000065371,0,1,1,2,0,0
ENSG00000065413,176,151,121,137,209,133
ENSG00000065427,7693,6177,5953,5396,8600,6055
ENSG00000065457,2184,1763,1720,1514,2177,1607
ENSG00000065485,806,605,678,602,930,647
ENSG00000065491,487,413,448,374,611,467
ENSG00000065518,4712,3658,3776,3127,5203,3803
ENSG00000065526,4404,3658,3720,3341,4981,3839
ENSG00000065534,155,118,124,134,175,127
ENSG00000065548,3146,2624,2605,2222,3765,2745
ENSG00000065559,1356,1125,1085,935,1452,1000
ENSG00000065600,310,256,238,241,351,285
ENSG00000065609,0,0,0,0,0,0
ENSG00000065613,3646,3113,3018,2783,4293,3057
ENSG00000065615,595,459,497,461,761,492
ENSG00000065618,2,4,2,3,5,3
ENSG00000065621,724,545,570,458,760,583
ENSG00000065665,552,461,490,417,679,491
ENSG00000065675,0,0,0,0,0,0
ENSG00000065717,1217,898,1097,955,1296,985
ENSG00000065802,950,746,766,669,954,643
ENSG00000065809,1113,908,950,838,1413,962
ENSG00000065833,2814,2217,2295,2195,3253,2293
ENSG00000065882,528,457,427,430,592,476
ENSG00000065883,1251,912,1009,832,1271,835
ENSG00000065911,4649,3765,3652,3337,5526,3815
ENSG00000065923,2682,2166,2171,2002,3132,2287
ENSG00000065970,1143,913,1019,917,1281,944
ENSG00000065978,22421,18221,18082,16880,25601,18566
ENSG00000065989,97,70,68,89,115,107
ENSG00000066027,2935,2244,2372,2037,3387,2440
ENSG00000066032,1,1,0,0,0,0
ENSG00000066044,2810,2380,2325,2102,3217,2310
ENSG00000066056,0,0,1,2,1,3
ENSG00000066084,4076,3344,3521,3396,5017,3518
ENSG00000066117,2470,2044,2191,1745,2724,1878
ENSG00000066135,1168,1002,1099,905,1380,1004
ENSG00000066136,839,748,728,662,1059,707
ENSG00000066185,6,3,1,4,11,3
ENSG00000066230,103,86,99,85,137,95
ENSG00000066248,59,54,47,40,72,38
ENSG00000066279,3670,3723,3954,2622,4940,3988
ENSG00000066294,0,0,0,1,0,0
ENSG00000066322,2852,2280,2318,1913,2921,2188
ENSG00000066336,2,0,1,2,2,2
ENSG00000066379,172,143,151,123,189,137
ENSG00000066382,244,181,183,150,263,178
ENSG00000066405,0,0,0,0,0,0
ENSG00000066422,1653,1365,1312,995,1622,1225
ENSG00000066427,540,471,527,383,599,433
ENSG00000066455,1981,1649,1665,1193,1982,1506
ENSG00000066468,604,444,452,428,637,451
ENSG00000066557,835,729,687,584,968,716
ENSG00000066583,6676,5089,5152,4559,7353,5345
ENSG00000066629,721,559,618,566,848,581
ENSG00000066651,396,323,301,264,536,344
ENSG00000066654,1303,1099,1035,794,1435,959
ENSG00000066697,663,581,530,451,711,537
ENSG00000066735,377,227,290,252,372,237
ENSG00000066739,1544,1347,1295,1233,1780,1273
ENSG00000066777,2101,1754,1739,1452,2289,1740
ENSG00000066813,0,0,0,0,0,0
ENSG00000066827,264,218,210,197,280,183
ENSG00000066855,672,590,585,461,764,572
ENSG00000066923,150,127,158,136,228,154
ENSG00000066926,1421,992,1015,964,1517,1029
ENSG00000066933,1101,901,903,823,1244,980
ENSG00000067048,0,0,0,0,0,0
ENSG00000067057,10273,7922,8553,8077,11662,8461
ENSG00000067064,5230,4210,4403,5497,9595,7076
ENSG00000067066,183,157,161,117,222,171
ENSG00000067082,546,526,575,708,1142,970
ENSG00000067113,17,15,20,16,25,21
ENSG00000067141,1963,1599,1730,1556,2241,1639
ENSG00000067167,2888,2337,2327,1929,3268,2151
ENSG00000067177,1351,961,999,962,1352,946
ENSG00000067182,3083,2318,2729,2182,3040,2281
ENSG00000067191,195,119,151,123,193,158
ENSG00000067208,201,162,154,130,251,145
ENSG00000067221,171,97,114,112,143,104
ENSG00000067225,58767,46692,49442,44400,66053,48570
ENSG00000067248,1895,1573,1510,1356,2056,1453
ENSG00000067334,1203,1016,812,830,1268,767
ENSG00000067365,516,409,513,429,646,493
ENSG00000067369,1451,1178,1106,1029,1587,1194
ENSG00000067445,26,26,37,28,45,24
ENSG00000067533,3373,2815,2398,2453,3937,2433
ENSG00000067560,7507,6427,6402,5631,8724,6251
ENSG00000067596,1124,911,975,818,1203,871
ENSG00000067606,373,266,314,280,342,314
ENSG00000067646,0,0,0,0,0,0
ENSG00000067704,9467,7704,7470,6755,10420,7457
ENSG00000067715,548,477,488,433,687,533
ENSG00000067798,8,7,1,14,10,21
ENSG00000067829,3114,2408,2595,2309,3610,2586
ENSG00000067836,1415,1036,1261,1039,1529,1122
ENSG00000067840,690,454,595,522,720,539
ENSG00000067842,0,0,0,1,1,0
ENSG00000067900,3260,2703,2762,2516,4040,2845
ENSG00000067955,2591,2026,2041,1759,2790,2103
ENSG00000067992,1275,1118,1125,913,1524,1115
ENSG00000068001,625,526,525,486,777,549
ENSG00000068024,314,229,269,241,300,244
ENSG00000068028,532,399,428,482,755,575
ENSG00000068078,484,271,343,350,433,290
ENSG00000068079,161,147,163,134,220,139
ENSG00000068097,8884,7360,7084,5787,8928,6370
ENSG00000068120,920,758,866,635,942,721
ENSG00000068137,1765,1290,1553,1320,1736,1336
ENSG00000068305,747,583,530,578,952,708
ENSG00000068308,1489,1142,1291,1114,1758,1305
ENSG00000068323,2155,1672,1774,1699,2432,1893
ENSG00000068354,309,255,260,216,363,250
ENSG00000068366,33,24,14,11,18,11
ENSG00000068383,772,675,631,628,949,657
ENSG00000068394,695,621,635,467,760,617
ENSG00000068400,1981,1564,1649,1414,2142,1641
ENSG00000068438,1279,1082,1048,973,1482,1017
ENSG00000068489,3884,3708,4320,2807,5381,4188
ENSG00000068615,93,88,80,83,110,65
ENSG00000068650,752,563,544,600,747,530
ENSG00000068654,4003,3231,3052,3064,4387,3074
ENSG00000068697,8947,7330,7562,6139,10199,7272
ENSG00000068724,1586,1223,1336,1307,1769,1260
ENSG00000068745,1773,1374,1457,1455,2333,1717
ENSG00000068781,2,0,2,2,1,0
ENSG00000068784,1209,956,939,837,1354,958
ENSG00000068796,1641,1250,1292,1042,1713,1240
ENSG00000068831,5,1,6,1,6,1
ENSG00000068878,3487,2916,2852,2620,4144,2885
ENSG00000068885,307,230,223,193,317,227
ENSG00000068903,714,563,592,576,819,567
ENSG00000068912,2988,2335,2444,2135,3413,2524
ENSG00000068971,162,120,177,132,186,135
ENSG00000068976,17,15,26,14,23,11
ENSG00000068985,0,0,0,0,0,0
ENSG00000069011,810,512,692,554,720,556
ENSG00000069018,0,0,0,0,0,0
ENSG00000069020,1007,827,823,855,1387,988
ENSG00000069122,0,0,0,0,0,0
ENSG00000069188,16,11,20,16,30,18
ENSG00000069206,0,0,0,0,0,0
ENSG00000069248,1320,1087,1100,1036,1490,1053
ENSG00000069275,43399,37542,37556,30075,50637,36871
ENSG00000069329,4601,3727,3938,3122,5119,3718
ENSG00000069345,3227,2551,2573,2225,3543,2348
ENSG00000069399,1239,939,1077,955,1368,986
ENSG00000069424,527,392,396,396,640,463
ENSG00000069431,262,214,193,200,348,249
ENSG00000069482,385,252,279,320,389,296
ENSG00000069493,260,203,219,185,335,229
ENSG00000069509,641,554,536,450,784,500
ENSG00000069535,4251,3412,3457,3148,4934,3466
ENSG00000069667,34,23,26,17,32,37
ENSG00000069696,20,13,30,25,31,25
ENSG00000069702,66,71,67,70,111,73
ENSG00000069712,70,45,91,60,91,69
ENSG00000069764,2,4,0,1,0,2
ENSG00000069812,25,22,24,15,23,20
ENSG00000069849,3343,2797,2714,2502,3955,2765
ENSG00000069869,3229,2531,2568,2216,3666,2567
ENSG00000069943,484,450,431,391,638,490
ENSG00000069956,7026,5724,5840,4883,8300,5666
ENSG00000069966,1262,975,997,906,1337,948
ENSG00000069974,1307,1036,955,864,1332,925
ENSG00000069998,2252,1650,1818,1514,2283,1663
ENSG00000070010,2789,2439,2281,2325,3654,2594
ENSG00000070018,1624,1421,1329,1312,2035,1443
ENSG00000070019,20,16,24,14,25,24
ENSG00000070031,3,3,2,4,9,1
ENSG00000070047,1596,1160,1309,1075,1568,1100
ENSG00000070061,3527,2986,3039,2523,3835,2843
ENSG00000070081,6455,5193,5336,4396,7389,5261
ENSG00000070087,7434,6207,6246,4943,8403,6160
ENSG00000070159,1020,809,796,683,1114,771
ENSG00000070182,16,8,11,9,10,14
ENSG00000070190,3,5,4,2,3,0
ENSG00000070193,0,0,0,1,0,0
ENSG00000070214,4621,3773,3809,3329,5324,3859
ENSG00000070269,355,288,308,237,375,288
ENSG00000070366,662,562,562,484,729,554
ENSG00000070367,2971,2462,2527,2104,3485,2536
ENSG00000070371,159,117,119,98,151,149
ENSG00000070388,19,16,6,6,12,10
ENSG00000070404,575,385,452,496,680,475
ENSG00000070413,3378,2502,2757,2425,3459,2516
ENSG00000070423,952,599,702,692,937,649
ENSG00000070444,517,398,397,595,876,637
ENSG00000070476,1545,1272,1234,1211,1695,1247
ENSG00000070495,431,326,346,255,534,377
ENSG00000070501,442,346,358,271,491,341
ENSG00000070526,0,0,0,0,0,0
ENSG00000070540,525,444,406,411,628,385
ENSG00000070601,6,5,7,6,7,5
ENSG00000070610,1164,809,918,762,1136,820
ENSG00000070614,2623,2141,2225,2143,3073,2183
ENSG00000070669,1290,1137,1192,942,1547,1174
ENSG00000070718,711,546,605,487,738,581
ENSG00000070729,0,0,0,0,0,0
ENSG00000070731,442,290,348,304,406,325
ENSG00000070748,0,0,0,0,0,0
ENSG00000070756,26155,21197,21184,20032,30063,22446
ENSG00000070759,477,337,389,299,543,426
ENSG00000070761,1411,1104,1075,1022,1703,1194
ENSG00000070770,1564,1263,1223,1157,1756,1175
ENSG00000070778,227,167,173,128,217,166
ENSG00000070785,903,788,753,695,1001,702
ENSG00000070808,0,0,0,0,4,0
ENSG00000070814,4227,3190,3326,3184,4540,3233
ENSG00000070831,5719,4720,4817,4270,6647,4727
ENSG00000070882,4,0,2,1,1,0
ENSG00000070886,10,8,10,6,11,8
