,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAARAAPEI-220-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAABRAAPEI-221-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAACRAAPEI-222-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAADRAAPEI-223-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAERAAPEI-225-counts.tsv,170111_I211_FCHGTVNBBXX_L8_HKHUMpcnTAAFRAAPEI-227-counts.tsv
ENSG00000042493,255,171,189,183,230,207
ENSG00000042753,3708,2747,3038,3012,3440,3048
ENSG00000042781,8,8,7,3,8,9
ENSG00000042813,0,0,0,0,0,0
ENSG00000042832,0,0,0,0,0,0
ENSG00000042980,1,3,2,0,1,2
ENSG00000043039,264,213,249,230,277,249
ENSG00000043093,1204,1063,985,1085,1163,1034
ENSG00000043143,1948,1553,1841,1535,1831,1816
ENSG00000043355,425,302,372,314,323,339
ENSG00000043462,0,0,0,0,0,0
ENSG00000043514,510,357,317,398,393,410
ENSG00000043591,8,8,6,4,3,4
ENSG00000044012,0,0,0,0,0,0
ENSG00000044090,2657,2113,2360,2211,2511,2452
ENSG00000044115,12528,10523,10504,10551,12280,11072
ENSG00000044446,1639,1368,1330,1353,1503,1420
ENSG00000044459,1,0,1,4,1,0
ENSG00000044524,1588,1355,1311,1271,1584,1362
ENSG00000044574,22506,18540,19212,18572,22027,20912
ENSG00000046604,1624,1372,1408,1389,1621,1497
ENSG00000046647,486,410,412,398,466,446
ENSG00000046651,1581,1287,1236,1211,1383,1316
ENSG00000046653,102,75,61,93,83,73
ENSG00000046774,2,0,1,2,0,1
ENSG00000046889,0,0,0,0,0,0
ENSG00000047056,1451,1072,1192,1085,1303,1175
ENSG00000047188,1379,1131,1088,1130,1272,1213
ENSG00000047230,2137,1858,1880,1791,2077,1988
ENSG00000047249,1309,1053,1084,1102,1259,1127
ENSG00000047315,3455,2772,2753,2879,3290,2911
ENSG00000047346,1831,1447,1412,1350,1555,1476
ENSG00000047365,408,331,324,331,427,422
ENSG00000047410,7977,6641,6707,6728,8057,7161
ENSG00000047457,19,22,16,13,20,16
ENSG00000047578,985,733,875,791,1002,901
ENSG00000047579,414,330,304,326,351,303
ENSG00000047597,116,104,101,113,102,109
ENSG00000047617,0,1,2,0,0,0
ENSG00000047621,411,324,247,312,339,295
ENSG00000047634,1218,1014,1103,1095,1199,1173
ENSG00000047644,2646,2041,2144,2194,2663,2303
ENSG00000047648,0,0,0,0,0,3
ENSG00000047662,6,2,8,4,6,6
ENSG00000047849,4582,3787,3792,3815,4382,4085
ENSG00000047932,1021,935,880,841,978,865
ENSG00000047936,0,0,0,0,0,0
ENSG00000048028,747,567,667,569,689,675
ENSG00000048052,8,8,16,20,7,9
ENSG00000048140,1537,1249,1369,1326,1537,1458
ENSG00000048162,872,699,636,659,758,584
ENSG00000048342,124,114,108,134,140,127
ENSG00000048392,2400,1977,1899,1894,2277,2006
ENSG00000048405,425,344,334,345,394,369
ENSG00000048462,0,0,0,0,0,0
ENSG00000048471,686,590,610,500,658,521
ENSG00000048540,15,12,13,10,13,4
ENSG00000048544,1509,1286,1153,1195,1308,1147
ENSG00000048545,0,0,0,0,2,0
ENSG00000048649,1815,1538,1588,1560,1728,1614
ENSG00000048707,2087,1776,1699,1624,2019,1817
ENSG00000048740,0,0,0,0,0,0
ENSG00000048828,9865,7503,7625,7911,8698,7945
ENSG00000048991,2128,1823,1824,1850,2135,1982
ENSG00000049089,122,69,97,76,96,102
ENSG00000049130,4051,3100,3123,3380,3629,3366
ENSG00000049167,241,181,206,205,183,204
ENSG00000049192,3,5,5,3,5,4
ENSG00000049239,837,656,718,656,794,755
ENSG00000049245,1590,1222,1168,1229,1448,1274
ENSG00000049246,774,578,446,631,654,468
ENSG00000049247,1,0,0,0,0,0
ENSG00000049249,1,0,0,0,1,0
ENSG00000049283,1835,1313,1591,1378,1647,1384
ENSG00000049323,1397,1166,1204,1105,1285,1293
ENSG00000049449,1490,1114,1108,1198,1464,1295
ENSG00000049540,2,1,0,0,0,0
ENSG00000049541,2458,1970,1933,2005,2354,1991
ENSG00000049618,1431,1089,1189,1021,1293,1136
ENSG00000049656,4764,3676,3869,4119,4680,4032
ENSG00000049759,831,684,725,668,791,683
ENSG00000049768,16,14,14,9,16,12
ENSG00000049769,137,89,139,116,149,126
ENSG00000049860,3511,2890,3015,2988,3658,3109
ENSG00000049883,587,536,481,503,588,501
ENSG00000050030,241,200,218,179,220,199
ENSG00000050130,1336,1179,1137,1197,1254,1132
ENSG00000050165,1,0,0,0,0,0
ENSG00000050327,538,395,430,383,500,425
ENSG00000050344,355,259,263,276,308,310
ENSG00000050393,1276,964,988,914,1148,1064
ENSG00000050405,750,636,632,629,750,675
ENSG00000050426,3260,2621,2795,2747,3247,2700
ENSG00000050438,1325,1088,975,1094,1288,1083
ENSG00000050555,27,24,24,26,38,27
ENSG00000050628,3,0,1,3,3,0
ENSG00000050730,1,0,0,1,0,0
ENSG00000050748,3101,2566,2566,2686,3024,2705
ENSG00000050767,63,51,51,64,83,47
ENSG00000050820,3012,2087,2404,2336,2733,2168
ENSG00000051009,661,492,520,539,580,519
ENSG00000051108,1265,1050,1039,1078,1355,1249
ENSG00000051128,586,491,562,456,566,562
ENSG00000051180,1082,826,921,850,988,900
ENSG00000051341,1845,1578,1481,1475,1710,1596
ENSG00000051382,2100,1762,1775,1778,2040,1984
ENSG00000051523,35,18,26,24,32,31
ENSG00000051596,717,519,585,590,652,635
ENSG00000051620,1612,1247,1314,1276,1500,1369
ENSG00000051825,1435,1239,1310,1122,1376,1314
ENSG00000052126,700,588,669,554,640,679
ENSG00000052344,1269,1015,1202,902,1126,1205
ENSG00000052723,5023,4139,4087,3861,4475,3936
ENSG00000052749,2064,1596,1490,1698,1952,1509
ENSG00000052795,311,240,216,221,261,206
ENSG00000052802,2011,1593,1860,1606,1795,1816
ENSG00000052841,2076,1710,1623,1601,1849,1767
ENSG00000052850,2,1,5,2,5,0
ENSG00000053108,781,598,598,660,711,574
ENSG00000053254,246,177,227,190,225,198
ENSG00000053328,0,0,0,0,0,0
ENSG00000053371,2617,2008,2245,2161,2482,2122
ENSG00000053372,2988,2316,2261,2403,2776,2229
ENSG00000053438,43,23,27,35,26,41
ENSG00000053501,270,212,210,207,269,190
ENSG00000053524,119,102,103,122,129,112
ENSG00000053702,99,51,69,78,92,79
ENSG00000053747,246,213,228,204,237,197
ENSG00000053770,1045,862,853,834,923,880
ENSG00000053900,863,670,667,721,781,666
ENSG00000053918,7,4,4,7,4,6
ENSG00000054116,1848,1391,1434,1410,1666,1415
ENSG00000054118,5651,4406,4323,4345,5200,4318
ENSG00000054148,3191,2398,2722,2543,3046,2415
ENSG00000054179,1183,850,1075,851,1040,966
ENSG00000054219,0,0,1,0,0,0
ENSG00000054267,1248,1023,1038,970,1132,1049
ENSG00000054277,49,39,52,42,58,55
ENSG00000054282,237,189,215,192,240,183
ENSG00000054356,0,0,0,1,2,0
ENSG00000054392,231,148,189,176,219,209
ENSG00000054523,2368,2046,2086,1904,2288,2164
ENSG00000054598,371,265,311,225,318,271
ENSG00000054611,563,480,472,450,540,451
ENSG00000054654,4216,3329,3617,3342,4136,3722
ENSG00000054690,1450,1195,1217,1172,1400,1201
ENSG00000054793,5233,3919,4352,4101,4825,4431
ENSG00000054796,1,1,2,1,1,1
ENSG00000054803,0,0,0,0,0,0
ENSG00000054938,4,0,0,2,1,2
ENSG00000054965,3475,2829,2959,2879,3145,3154
ENSG00000054967,570,397,447,491,591,492
ENSG00000054983,304,227,237,247,292,259
ENSG00000055044,3573,2890,2675,2899,3265,2875
ENSG00000055070,3332,2680,2771,2745,3341,2848
ENSG00000055118,90,57,71,67,78,54
ENSG00000055130,3487,2925,2887,2861,3364,3080
ENSG00000055147,395,367,315,317,420,340
ENSG00000055163,876,731,776,751,875,750
ENSG00000055208,2190,1948,1888,1831,2273,2100
ENSG00000055211,1209,956,1023,917,1109,1043
ENSG00000055332,2642,2221,2100,2154,2620,2237
ENSG00000055483,1513,1187,1112,1182,1384,1100
ENSG00000055609,5149,4246,4233,4182,4882,4444
ENSG00000055732,317,254,276,244,316,258
ENSG00000055813,0,0,0,1,0,0
ENSG00000055917,5573,4524,4611,4585,5210,4970
ENSG00000055950,1577,1185,1282,1197,1500,1360
ENSG00000055955,1,1,1,2,1,1
ENSG00000055957,2,0,0,0,0,0
ENSG00000056050,660,474,455,519,574,515
ENSG00000056097,3460,2815,2778,2788,3176,2888
ENSG00000056277,442,361,330,332,372,271
ENSG00000056291,4,1,0,6,1,4
ENSG00000056487,56,45,35,44,49,46
ENSG00000056558,30,11,12,25,32,25
ENSG00000056586,3453,2907,2767,2925,3398,2928
ENSG00000056736,453,278,287,335,381,311
ENSG00000056972,870,642,750,672,713,671
ENSG00000056998,485,404,450,409,502,450
ENSG00000057019,1518,1076,1158,1187,1285,1237
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,884,758,700,774,783,754
ENSG00000057294,692,621,597,608,656,606
ENSG00000057468,1,2,1,0,1,0
ENSG00000057593,29,28,36,22,29,27
ENSG00000057608,14282,11565,10784,11571,13123,11506
ENSG00000057657,0,0,2,0,3,1
ENSG00000057663,927,748,737,762,888,767
ENSG00000057704,8,8,4,7,8,10
ENSG00000057757,1172,823,811,915,966,794
ENSG00000057935,1881,1589,1671,1537,1936,1751
ENSG00000058056,1493,1263,1247,1321,1403,1308
ENSG00000058063,2331,1931,2077,2068,2410,2283
ENSG00000058085,55,43,36,51,56,41
ENSG00000058091,2,1,1,1,1,3
ENSG00000058262,14297,11142,11270,11761,13667,11694
ENSG00000058272,2242,1848,1740,1891,2050,1942
ENSG00000058335,190,146,151,160,184,125
ENSG00000058404,632,435,476,484,537,414
ENSG00000058453,1099,781,1089,895,1054,1010
ENSG00000058600,1666,1326,1448,1375,1605,1410
ENSG00000058668,1564,1438,1486,1338,1645,1569
ENSG00000058673,8128,6614,6828,6550,7598,7065
ENSG00000058729,448,362,363,385,385,337
ENSG00000058799,468,451,411,441,490,484
ENSG00000058804,2579,2074,2117,2222,2576,2301
ENSG00000058866,1,1,1,2,1,6
ENSG00000059122,2262,1689,2022,1843,2157,1929
ENSG00000059145,2332,1595,1875,1733,2122,1826
ENSG00000059377,14,9,20,15,11,11
ENSG00000059378,355,279,284,289,341,315
ENSG00000059573,4792,3962,4003,3911,4746,4081
ENSG00000059588,778,570,542,729,642,633
ENSG00000059691,484,371,415,389,490,399
ENSG00000059728,452,382,380,395,536,489
ENSG00000059758,781,645,579,724,763,683
ENSG00000059769,377,282,312,334,382,318
ENSG00000059804,3,3,2,4,2,5
ENSG00000059915,296,190,227,227,280,224
ENSG00000060069,735,568,613,551,686,570
ENSG00000060138,4379,3299,3518,3579,4066,3885
ENSG00000060140,171,147,110,141,174,135
ENSG00000060237,7377,6053,6206,6168,7054,6443
ENSG00000060339,3252,2700,2661,2657,3165,2776
ENSG00000060491,3190,2479,2860,2599,3039,2612
ENSG00000060558,0,0,0,0,0,0
ENSG00000060566,0,0,0,0,0,0
ENSG00000060642,548,428,463,419,512,461
ENSG00000060656,1926,1352,1693,1545,1800,1493
ENSG00000060688,1080,851,895,879,1012,886
ENSG00000060709,0,3,0,0,1,0
ENSG00000060718,0,0,0,2,1,2
ENSG00000060749,3546,2892,2927,2964,3384,3264
ENSG00000060762,446,359,329,404,435,361
ENSG00000060971,947,708,743,711,848,730
ENSG00000060982,73,43,57,53,72,56
ENSG00000061273,1634,1209,1377,1245,1542,1407
ENSG00000061337,0,0,0,0,0,0
ENSG00000061455,347,294,251,285,342,345
ENSG00000061492,0,0,0,0,0,0
ENSG00000061656,126,101,135,123,128,124
ENSG00000061676,6512,5497,5530,5560,6209,5914
ENSG00000061794,1792,1504,1402,1486,1736,1444
ENSG00000061918,0,0,0,0,0,0
ENSG00000061936,1794,1315,1475,1434,1604,1338
ENSG00000061938,3098,2359,2843,2417,2853,2678
ENSG00000061987,2849,2377,2420,2350,2790,2415
ENSG00000062038,3362,2675,2914,2737,3301,2878
ENSG00000062096,0,0,0,0,0,0
ENSG00000062194,2256,1964,2005,1863,1982,1991
ENSG00000062282,158,114,91,123,123,109
ENSG00000062370,60,45,53,27,59,41
ENSG00000062485,8535,7606,7013,7526,8498,7405
ENSG00000062524,14,3,4,8,5,8
ENSG00000062582,8,9,3,3,5,2
ENSG00000062598,1098,822,920,922,1075,910
ENSG00000062650,2703,2246,2255,2136,2461,2165
ENSG00000062716,12839,10820,11353,27642,33996,28643
ENSG00000062725,22977,19162,18890,18819,21190,19800
ENSG00000062822,2498,1713,1913,1951,2146,1728
ENSG00000063015,2,0,0,2,1,1
ENSG00000063046,18681,15101,15137,14868,17816,16112
ENSG00000063127,39,21,22,28,27,32
ENSG00000063169,541,360,425,357,443,399
ENSG00000063176,230,181,188,186,223,209
ENSG00000063177,14500,11637,12284,12270,13982,12032
ENSG00000063180,158,121,125,128,145,150
ENSG00000063241,1977,1500,1620,1619,1776,1645
ENSG00000063244,9186,6874,7205,7244,8600,7042
ENSG00000063245,3513,2567,2954,2748,3362,3083
ENSG00000063322,2102,1631,1611,1723,2036,1659
ENSG00000063438,317,270,245,258,280,233
ENSG00000063515,0,0,0,0,0,0
ENSG00000063587,1496,1183,1194,1133,1377,1174
ENSG00000063601,2418,1943,1932,2058,2341,2079
ENSG00000063660,1186,919,1030,990,1132,1023
ENSG00000063761,336,214,261,247,311,232
ENSG00000063854,1087,840,1019,910,1039,985
ENSG00000063978,2170,1944,1839,1705,2043,1751
ENSG00000064012,627,524,515,455,571,528
ENSG00000064042,191,228,223,183,212,243
ENSG00000064102,1542,1241,1269,1281,1452,1416
ENSG00000064115,3243,2765,2690,2628,3254,2777
ENSG00000064195,122,89,91,78,83,76
ENSG00000064199,46,31,38,22,36,43
ENSG00000064201,1,1,3,1,3,3
ENSG00000064205,58,31,55,52,64,52
ENSG00000064218,0,0,0,0,0,0
ENSG00000064225,8,1,2,3,0,0
ENSG00000064270,901,711,823,752,923,831
ENSG00000064300,38,37,46,29,34,48
ENSG00000064309,144,171,144,162,179,183
ENSG00000064313,1913,1625,1527,1614,1854,1633
ENSG00000064393,1885,1593,1710,1632,1854,1645
ENSG00000064419,1597,1331,1356,1280,1691,1353
ENSG00000064489,2,0,2,3,0,2
ENSG00000064490,845,638,678,682,768,725
ENSG00000064545,1309,1010,1098,1087,1166,1118
ENSG00000064547,1125,853,942,890,1068,886
ENSG00000064601,2840,2281,2386,2316,2797,2447
ENSG00000064607,5610,4616,5067,4686,5594,5129
ENSG00000064651,2750,2197,2160,2279,2452,2221
ENSG00000064652,902,717,717,817,868,769
ENSG00000064655,55,43,30,35,45,35
ENSG00000064666,201,192,175,194,228,225
ENSG00000064687,1247,891,1124,916,1205,1007
ENSG00000064692,3,1,0,2,0,1
ENSG00000064703,1736,1421,1343,1223,1522,1144
ENSG00000064726,1815,1541,1515,1581,1717,1621
ENSG00000064763,264,201,217,205,232,211
ENSG00000064787,214,167,174,185,224,204
ENSG00000064835,0,0,1,0,0,0
ENSG00000064886,15,16,6,14,13,17
ENSG00000064932,3074,2179,2473,2595,2793,2332
ENSG00000064933,798,603,586,664,727,656
ENSG00000064961,3716,2726,3291,3013,3563,3165
ENSG00000064989,0,0,0,0,0,0
ENSG00000064995,1727,1394,1370,1301,1568,1302
ENSG00000064999,1375,1002,1031,1024,1084,1105
ENSG00000065000,4660,3452,3916,3755,4220,3644
ENSG00000065029,1236,1013,1108,1008,1304,1114
ENSG00000065054,2897,2072,2491,2210,2714,2465
ENSG00000065057,678,505,627,578,730,607
ENSG00000065060,2448,2093,2114,2003,2349,2014
ENSG00000065135,8175,6816,6904,6522,7910,7228
ENSG00000065150,5066,3955,3918,4214,4681,4129
ENSG00000065154,5914,4803,4583,4781,5473,5126
ENSG00000065183,4949,3960,3857,3751,4492,3771
ENSG00000065243,1775,1527,1475,1388,1653,1538
ENSG00000065268,973,749,841,812,917,826
ENSG00000065308,1351,1108,1111,1050,1268,1145
ENSG00000065320,119,119,123,92,109,96
ENSG00000065325,1,0,0,0,0,0
ENSG00000065328,3002,2212,2102,2295,2549,2075
ENSG00000065357,126,126,122,106,148,136
ENSG00000065361,5290,4314,4780,4258,5167,5072
ENSG00000065371,0,1,1,0,0,0
ENSG00000065413,176,151,121,157,172,138
ENSG00000065427,7693,6177,5953,6193,7327,6216
ENSG00000065457,2184,1763,1720,1764,2136,1712
ENSG00000065485,806,605,678,666,755,704
ENSG00000065491,487,413,448,388,501,490
ENSG00000065518,4712,3658,3776,3893,4441,3673
ENSG00000065526,4404,3658,3720,3811,4289,3636
ENSG00000065534,155,118,124,140,184,176
ENSG00000065548,3146,2624,2605,2745,3026,2730
ENSG00000065559,1356,1125,1085,1157,1284,1206
ENSG00000065600,310,256,238,266,251,266
ENSG00000065609,0,0,0,0,0,0
ENSG00000065613,3646,3113,3018,3131,3573,3118
ENSG00000065615,595,459,497,518,601,508
ENSG00000065618,2,4,2,1,1,1
ENSG00000065621,724,545,570,583,703,632
ENSG00000065665,552,461,490,516,557,491
ENSG00000065675,0,0,0,0,0,0
ENSG00000065717,1217,898,1097,991,1210,1031
ENSG00000065802,950,746,766,740,872,751
ENSG00000065809,1113,908,950,984,1074,974
ENSG00000065833,2814,2217,2295,2432,2798,2428
ENSG00000065882,528,457,427,443,499,495
ENSG00000065883,1251,912,1009,910,1038,895
ENSG00000065911,4649,3765,3652,3861,4484,3995
ENSG00000065923,2682,2166,2171,2132,2458,2248
ENSG00000065970,1143,913,1019,999,1075,1022
ENSG00000065978,22421,18221,18082,18118,21792,19435
ENSG00000065989,97,70,68,97,103,65
ENSG00000066027,2935,2244,2372,2434,2727,2544
ENSG00000066032,1,1,0,0,1,1
ENSG00000066044,2810,2380,2325,2359,2785,2442
ENSG00000066056,0,0,1,1,3,2
ENSG00000066084,4076,3344,3521,3581,4169,3939
ENSG00000066117,2470,2044,2191,1947,2369,2037
ENSG00000066135,1168,1002,1099,1030,1117,1067
ENSG00000066136,839,748,728,809,888,742
ENSG00000066185,6,3,1,6,9,8
ENSG00000066230,103,86,99,81,111,88
ENSG00000066248,59,54,47,58,45,48
ENSG00000066279,3670,3723,3954,3040,4007,4459
ENSG00000066294,0,0,0,0,0,0
ENSG00000066322,2852,2280,2318,2203,2620,2323
ENSG00000066336,2,0,1,3,5,1
ENSG00000066379,172,143,151,132,178,138
ENSG00000066382,244,181,183,182,193,164
ENSG00000066405,0,0,0,1,0,0
ENSG00000066422,1653,1365,1312,1319,1573,1337
ENSG00000066427,540,471,527,478,552,552
ENSG00000066455,1981,1649,1665,1519,1886,1659
ENSG00000066468,604,444,452,480,570,448
ENSG00000066557,835,729,687,682,726,806
ENSG00000066583,6676,5089,5152,5267,6337,5437
ENSG00000066629,721,559,618,573,661,583
ENSG00000066651,396,323,301,347,414,327
ENSG00000066654,1303,1099,1035,978,1231,1053
ENSG00000066697,663,581,530,519,626,543
ENSG00000066735,377,227,290,240,279,236
ENSG00000066739,1544,1347,1295,1320,1595,1392
ENSG00000066777,2101,1754,1739,1767,2036,1794
ENSG00000066813,0,0,0,0,0,0
ENSG00000066827,264,218,210,180,228,194
ENSG00000066855,672,590,585,569,642,622
ENSG00000066923,150,127,158,143,150,166
ENSG00000066926,1421,992,1015,1105,1266,1013
ENSG00000066933,1101,901,903,929,1088,976
ENSG00000067048,0,0,0,0,0,0
ENSG00000067057,10273,7922,8553,8371,9942,8416
ENSG00000067064,5230,4210,4403,4951,5586,5162
ENSG00000067066,183,157,161,143,178,149
ENSG00000067082,546,526,575,469,648,680
ENSG00000067113,17,15,20,24,31,30
ENSG00000067141,1963,1599,1730,1654,1986,1800
ENSG00000067167,2888,2337,2327,2356,2465,2376
ENSG00000067177,1351,961,999,1009,1119,971
ENSG00000067182,3083,2318,2729,2473,2701,2728
ENSG00000067191,195,119,151,121,199,166
ENSG00000067208,201,162,154,168,191,171
ENSG00000067221,171,97,114,122,136,123
ENSG00000067225,58767,46692,49442,48942,57944,50265
ENSG00000067248,1895,1573,1510,1651,1843,1610
ENSG00000067334,1203,1016,812,965,1047,872
ENSG00000067365,516,409,513,469,617,513
ENSG00000067369,1451,1178,1106,1197,1296,1320
ENSG00000067445,26,26,37,27,42,21
ENSG00000067533,3373,2815,2398,2764,3278,2526
ENSG00000067560,7507,6427,6402,6245,7457,6816
ENSG00000067596,1124,911,975,943,1114,1002
ENSG00000067606,373,266,314,260,301,300
ENSG00000067646,0,0,0,0,0,0
ENSG00000067704,9467,7704,7470,7700,8778,7745
ENSG00000067715,548,477,488,538,541,558
ENSG00000067798,8,7,1,6,5,6
ENSG00000067829,3114,2408,2595,2555,2943,2691
ENSG00000067836,1415,1036,1261,1118,1285,1164
ENSG00000067840,690,454,595,545,658,551
ENSG00000067842,0,0,0,0,0,0
ENSG00000067900,3260,2703,2762,2769,3228,2900
ENSG00000067955,2591,2026,2041,2111,2347,2118
ENSG00000067992,1275,1118,1125,1062,1181,1082
ENSG00000068001,625,526,525,546,637,554
ENSG00000068024,314,229,269,218,287,267
ENSG00000068028,532,399,428,475,514,512
ENSG00000068078,484,271,343,363,378,302
ENSG00000068079,161,147,163,149,178,153
ENSG00000068097,8884,7360,7084,7255,8061,6906
ENSG00000068120,920,758,866,740,833,814
ENSG00000068137,1765,1290,1553,1345,1631,1519
ENSG00000068305,747,583,530,587,759,620
ENSG00000068308,1489,1142,1291,1179,1361,1283
ENSG00000068323,2155,1672,1774,1670,2131,1825
ENSG00000068354,309,255,260,260,265,257
ENSG00000068366,33,24,14,17,15,19
ENSG00000068383,772,675,631,738,796,713
ENSG00000068394,695,621,635,571,710,602
ENSG00000068400,1981,1564,1649,1547,1942,1635
ENSG00000068438,1279,1082,1048,1031,1172,1056
ENSG00000068489,3884,3708,4320,3339,4257,4737
ENSG00000068615,93,88,80,79,86,62
ENSG00000068650,752,563,544,588,659,529
ENSG00000068654,4003,3231,3052,3289,3758,3195
ENSG00000068697,8947,7330,7562,7478,8628,7974
ENSG00000068724,1586,1223,1336,1310,1479,1391
ENSG00000068745,1773,1374,1457,1400,1686,1400
ENSG00000068781,2,0,2,4,1,1
ENSG00000068784,1209,956,939,1024,1169,1046
ENSG00000068796,1641,1250,1292,1320,1602,1332
ENSG00000068831,5,1,6,5,2,4
ENSG00000068878,3487,2916,2852,3036,3323,3105
ENSG00000068885,307,230,223,217,255,242
ENSG00000068903,714,563,592,604,687,579
ENSG00000068912,2988,2335,2444,2526,2827,2612
ENSG00000068971,162,120,177,128,137,129
ENSG00000068976,17,15,26,18,20,20
ENSG00000068985,0,0,0,0,0,0
ENSG00000069011,810,512,692,584,724,583
ENSG00000069018,0,0,0,0,1,0
ENSG00000069020,1007,827,823,823,954,962
ENSG00000069122,0,0,0,0,0,0
ENSG00000069188,16,11,20,17,17,19
ENSG00000069206,0,0,0,0,0,0
ENSG00000069248,1320,1087,1100,1106,1333,1004
ENSG00000069275,43399,37542,37556,36316,42804,39574
ENSG00000069329,4601,3727,3938,3763,4469,3854
ENSG00000069345,3227,2551,2573,2543,2906,2539
ENSG00000069399,1239,939,1077,900,1134,1013
ENSG00000069424,527,392,396,423,479,479
ENSG00000069431,262,214,193,255,296,255
ENSG00000069482,385,252,279,302,320,256
ENSG00000069493,260,203,219,186,267,239
ENSG00000069509,641,554,536,549,611,588
ENSG00000069535,4251,3412,3457,3526,4136,3578
ENSG00000069667,34,23,26,31,38,33
ENSG00000069696,20,13,30,19,12,16
ENSG00000069702,66,71,67,69,76,92
ENSG00000069712,70,45,91,69,79,87
ENSG00000069764,2,4,0,1,7,2
ENSG00000069812,25,22,24,15,21,26
ENSG00000069849,3343,2797,2714,2815,3251,2775
ENSG00000069869,3229,2531,2568,2688,3139,2784
ENSG00000069943,484,450,431,473,526,498
ENSG00000069956,7026,5724,5840,5826,6545,6031
ENSG00000069966,1262,975,997,1048,1133,961
ENSG00000069974,1307,1036,955,1026,1095,943
ENSG00000069998,2252,1650,1818,1744,2188,1834
ENSG00000070010,2789,2439,2281,2461,3023,2455
ENSG00000070018,1624,1421,1329,1285,1554,1429
ENSG00000070019,20,16,24,9,18,16
ENSG00000070031,3,3,2,2,5,3
ENSG00000070047,1596,1160,1309,1253,1388,1094
ENSG00000070061,3527,2986,3039,2846,3419,2949
ENSG00000070081,6455,5193,5336,5128,6183,5818
ENSG00000070087,7434,6207,6246,5981,7169,6630
ENSG00000070159,1020,809,796,830,946,809
ENSG00000070182,16,8,11,6,10,9
ENSG00000070190,3,5,4,3,4,0
ENSG00000070193,0,0,0,1,0,0
ENSG00000070214,4621,3773,3809,3911,4450,4306
ENSG00000070269,355,288,308,298,370,309
ENSG00000070366,662,562,562,496,651,570
ENSG00000070367,2971,2462,2527,2557,2963,2821
ENSG00000070371,159,117,119,108,161,111
ENSG00000070388,19,16,6,13,12,6
ENSG00000070404,575,385,452,450,539,481
ENSG00000070413,3378,2502,2757,2690,3068,2657
ENSG00000070423,952,599,702,663,833,647
ENSG00000070444,517,398,397,426,540,488
ENSG00000070476,1545,1272,1234,1295,1525,1231
ENSG00000070495,431,326,346,342,402,294
ENSG00000070501,442,346,358,370,401,360
ENSG00000070526,0,0,0,0,0,1
ENSG00000070540,525,444,406,414,520,436
ENSG00000070601,6,5,7,12,10,8
ENSG00000070610,1164,809,918,894,1062,859
ENSG00000070614,2623,2141,2225,2173,2569,2292
ENSG00000070669,1290,1137,1192,1052,1294,1207
ENSG00000070718,711,546,605,577,667,589
ENSG00000070729,0,0,0,1,0,2
ENSG00000070731,442,290,348,326,362,374
ENSG00000070748,0,0,0,0,0,1
ENSG00000070756,26155,21197,21184,21632,24716,22491
ENSG00000070759,477,337,389,400,474,431
ENSG00000070761,1411,1104,1075,1204,1325,1074
ENSG00000070770,1564,1263,1223,1247,1600,1277
ENSG00000070778,227,167,173,151,186,149
ENSG00000070785,903,788,753,793,882,761
ENSG00000070808,0,0,0,0,0,0
ENSG00000070814,4227,3190,3326,3495,3921,3480
ENSG00000070831,5719,4720,4817,4903,5661,4964
ENSG00000070882,4,0,2,1,1,1
ENSG00000070886,10,8,10,9,6,7
